SITE_NAME,DATE1,DAY_OF_WEEK,INSPECTOR_ID,PAY_VOL,SHIFT_START,SHIFT_END,TOTALINSP,NUMINVASIVE,TOWN,WATERBODY,SHIFT_LENGTH,DATE,month,year
Launch Drive Cobbosseecontee,7/13/2023,Thu,5970,1,13:00,19:00,30.0,2.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-13,7,2023
Launch Drive Cobbosseecontee,7/13/2023,Thu,5580,1,07:00,13:00,24.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-13,7,2023
Thorofare Rd,7/14/2023,Fri,5982,1,13:00,19:00,6.0,0.0,Litchfield,Pleasant Pond,360.0,2023-07-14,7,2023
Whippoorwill Road,7/14/2023,Fri,5648,1,09:00,19:00,29.0,0.0,Litchfield,Woodbury Pond,600.0,2023-07-14,7,2023
Launch Drive Cobbosseecontee,7/14/2023,Fri,5714,1,09:00,19:00,21.0,0.0,Monmouth,Cobbosseecontee Lake,600.0,2023-07-14,7,2023
Holmes Road Annabessacook,7/14/2023,Fri,3796,1,13:00,19:00,17.0,5.0,Winthrop,Annabessacook Lake,360.0,2023-07-14,7,2023
Thorofare Rd,7/14/2023,Fri,6086,0,07:00,13:00,6.0,0.0,Litchfield,Pleasant Pond,360.0,2023-07-14,7,2023
East Winthrop Cobbosseecontee,7/14/2023,Fri,5580,1,13:00,19:00,6.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-14,7,2023
Launch Drive Cobbosseecontee,7/14/2023,Fri,4504,1,07:00,13:00,14.0,1.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-14,7,2023
East Winthrop Cobbosseecontee,7/14/2023,Fri,5987,1,07:00,13:00,3.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-14,7,2023
Old Kents Hill Road,7/15/2023,Sat,1394,0,15:00,17:00,6.0,0.0,Readfield,Torsey Lake,120.0,2023-07-15,7,2023
Old Kents Hill Road,7/15/2023,Sat,6101,0,11:00,13:00,2.0,0.0,Readfield,Torsey Lake,120.0,2023-07-15,7,2023
Beach Road,7/15/2023,Sat,5306,1,07:00,13:00,6.0,0.0,Monmouth,Cochnewagon Pond,360.0,2023-07-15,7,2023
Whippoorwill Road,7/15/2023,Sat,5982,1,07:00,13:00,18.0,0.0,Litchfield,Woodbury Pond,360.0,2023-07-15,7,2023
Launch Drive Cobbosseecontee,7/15/2023,Sat,5580,1,07:00,13:00,27.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-15,7,2023
Rt 41 North Basin Maranacook,7/15/2023,Sat,5987,1,13:00,19:00,24.0,0.0,Readfield,Maranacook Lake,360.0,2023-07-15,7,2023
Holmes Road Annabessacook,7/15/2023,Sat,5648,1,09:00,19:00,24.0,0.0,Winthrop,Annabessacook Lake,600.0,2023-07-15,7,2023
East Winthrop Cobbosseecontee,7/15/2023,Sat,5670,1,09:00,19:00,12.0,0.0,Winthrop,Cobbosseecontee Lake,600.0,2023-07-15,7,2023
Thorofare Rd,7/15/2023,Sat,3796,1,09:00,19:00,33.0,4.0,Litchfield,Pleasant Pond,600.0,2023-07-15,7,2023
Old Kents Hill Road,7/15/2023,Sat,2091,0,07:00,09:00,2.0,0.0,Readfield,Torsey Lake,120.0,2023-07-15,7,2023
Norcross Point South Basin Maranacook,7/15/2023,Sat,6062,1,13:00,19:00,9.0,3.0,Winthrop,Maranacook Lake,360.0,2023-07-15,7,2023
Norcross Point South Basin Maranacook,7/15/2023,Sat,5006,1,07:00,13:00,8.0,1.0,Winthrop,Maranacook Lake,360.0,2023-07-15,7,2023
Rt 41 North Basin Maranacook,7/15/2023,Sat,6053,1,06:59,12:59,12.0,1.0,Readfield,Maranacook Lake,360.0,2023-07-15,7,2023
Beach Road,7/15/2023,Sat,4174,1,13:00,19:00,25.0,0.0,Monmouth,Cochnewagon Pond,360.0,2023-07-15,7,2023
Old Kents Hill Road,7/15/2023,Sat,4330,0,17:00,19:00,3.0,0.0,Readfield,Torsey Lake,120.0,2023-07-15,7,2023
Wilson Pond Road,7/15/2023,Sat,5967,1,09:50,19:00,1.0,0.0,Monmouth,Wilson Pond,550.0,2023-07-15,7,2023
Old Kents Hill Road,7/15/2023,Sat,4624,0,13:00,15:15,2.0,0.0,Readfield,Torsey Lake,135.0,2023-07-15,7,2023
Old Kents Hill Road,7/15/2023,Sat,1299,0,09:00,11:00,1.0,0.0,Readfield,Torsey Lake,120.0,2023-07-15,7,2023
Launch Drive Cobbosseecontee,7/15/2023,Sat,5970,1,13:00,19:00,34.0,3.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-15,7,2023
Rt 41 North Basin Maranacook,7/16/2023,Sun,5987,1,07:00,13:00,2.0,0.0,Readfield,Maranacook Lake,360.0,2023-07-16,7,2023
Beach Road,7/16/2023,Sun,5968,1,13:00,18:00,0.0,0.0,Monmouth,Cochnewagon Pond,300.0,2023-07-16,7,2023
Old Kents Hill Road,7/16/2023,Sun,2096,1,13:00,19:00,1.0,0.0,Readfield,Torsey Lake,360.0,2023-07-16,7,2023
Beach Road,7/16/2023,Sun,5306,1,07:00,13:00,0.0,0.0,Monmouth,Cochnewagon Pond,360.0,2023-07-16,7,2023
Norcross Point South Basin Maranacook,7/16/2023,Sun,5648,1,13:00,19:00,0.0,0.0,Winthrop,Maranacook Lake,360.0,2023-07-16,7,2023
Holmes Road Annabessacook,7/16/2023,Sun,3796,1,09:00,19:00,0.0,0.0,Winthrop,Annabessacook Lake,600.0,2023-07-16,7,2023
Old Kents Hill Road,7/16/2023,Sun,5006,1,07:00,13:00,1.0,1.0,Readfield,Torsey Lake,360.0,2023-07-16,7,2023
Norcross Point South Basin Maranacook,7/16/2023,Sun,6053,1,07:01,12:57,2.0,0.0,Winthrop,Maranacook Lake,356.0,2023-07-16,7,2023
East Winthrop Cobbosseecontee,7/16/2023,Sun,5970,1,09:00,19:00,0.0,0.0,Winthrop,Cobbosseecontee Lake,600.0,2023-07-16,7,2023
Whippoorwill Road,7/16/2023,Sun,5982,1,09:00,19:00,9.0,0.0,Litchfield,Woodbury Pond,600.0,2023-07-16,7,2023
Launch Drive Cobbosseecontee,7/16/2023,Sun,6062,1,13:00,19:00,9.0,7.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-16,7,2023
Rt 41 North Basin Maranacook,7/16/2023,Sun,5980,1,13:00,19:00,1.0,0.0,Readfield,Maranacook Lake,360.0,2023-07-16,7,2023
Launch Drive Cobbosseecontee,7/16/2023,Sun,5580,1,07:00,13:00,3.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-16,7,2023
East Winthrop Cobbosseecontee,7/17/2023,Mon,5006,1,07:00,13:00,8.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-17,7,2023
East Winthrop Cobbosseecontee,7/17/2023,Mon,5987,1,13:00,19:00,13.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-17,7,2023
Launch Drive Cobbosseecontee,7/17/2023,Mon,5980,1,13:00,19:00,24.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-17,7,2023
Launch Drive Cobbosseecontee,7/17/2023,Mon,4504,1,07:00,13:15,24.0,0.0,Monmouth,Cobbosseecontee Lake,375.0,2023-07-17,7,2023
East Winthrop Cobbosseecontee,7/18/2023,Tue,5987,1,13:00,19:00,9.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-18,7,2023
East Winthrop Cobbosseecontee,7/18/2023,Tue,5006,1,07:00,13:00,6.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-18,7,2023
Launch Drive Cobbosseecontee,7/18/2023,Tue,5970,1,07:00,13:00,8.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-18,7,2023
Launch Drive Cobbosseecontee,7/18/2023,Tue,4504,1,13:00,19:00,14.0,2.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-18,7,2023
Launch Drive Cobbosseecontee,7/19/2023,Wed,5670,1,07:00,13:00,14.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-19,7,2023
East Winthrop Cobbosseecontee,7/19/2023,Wed,5580,1,07:00,13:00,4.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-19,7,2023
East Winthrop Cobbosseecontee,7/19/2023,Wed,5980,1,13:00,19:00,8.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-19,7,2023
Beach Road,7/19/2023,Wed,5968,1,13:00,19:00,22.0,0.0,Monmouth,Cochnewagon Pond,360.0,2023-07-19,7,2023
Launch Drive Cobbosseecontee,7/20/2023,Thu,5670,1,07:00,13:00,18.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-20,7,2023
East Winthrop Cobbosseecontee,7/20/2023,Thu,5580,1,07:00,13:00,12.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-20,7,2023
Launch Drive Cobbosseecontee,7/20/2023,Thu,5970,1,13:00,19:00,33.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-20,7,2023
East Winthrop Cobbosseecontee,7/20/2023,Thu,5980,1,13:00,19:00,13.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-20,7,2023
Wilson Pond Road,7/20/2023,Thu,5706,0,05:10,08:30,0.0,0.0,Monmouth,Wilson Pond,200.0,2023-07-20,7,2023
Thorofare Rd,7/21/2023,Fri,5982,1,13:00,19:00,5.0,0.0,Litchfield,Pleasant Pond,360.0,2023-07-21,7,2023
Whippoorwill Road,7/21/2023,Fri,5648,1,13:00,19:00,13.0,1.0,Litchfield,Woodbury Pond,360.0,2023-07-21,7,2023
Launch Drive Cobbosseecontee,7/21/2023,Fri,5714,1,09:00,19:00,24.0,0.0,Monmouth,Cobbosseecontee Lake,600.0,2023-07-21,7,2023
Holmes Road Annabessacook,7/21/2023,Fri,3796,1,07:00,13:00,9.0,1.0,Winthrop,Annabessacook Lake,360.0,2023-07-21,7,2023
Whippoorwill Road,7/21/2023,Fri,6086,0,07:00,13:00,9.0,0.0,Litchfield,Woodbury Pond,360.0,2023-07-21,7,2023
East Winthrop Cobbosseecontee,7/21/2023,Fri,5670,1,07:00,13:00,5.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-21,7,2023
East Winthrop Cobbosseecontee,7/21/2023,Fri,5968,1,13:00,19:00,8.0,1.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-21,7,2023
Holmes Road Annabessacook,7/21/2023,Fri,4174,1,13:00,19:00,8.0,1.0,Winthrop,Annabessacook Lake,360.0,2023-07-21,7,2023
Beach Road,7/22/2023,Sat,5306,1,07:00,13:00,9.0,0.0,Monmouth,Cochnewagon Pond,360.0,2023-07-22,7,2023
Rt 41 North Basin Maranacook,7/22/2023,Sat,6062,1,09:00,19:00,33.0,16.0,Readfield,Maranacook Lake,600.0,2023-07-22,7,2023
Launch Drive Cobbosseecontee,7/22/2023,Sat,3796,1,07:00,13:00,26.0,4.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-22,7,2023
Norcross Point South Basin Maranacook,7/22/2023,Sat,5987,1,07:00,13:00,4.0,0.0,Winthrop,Maranacook Lake,360.0,2023-07-22,7,2023
Old Kents Hill Road,7/22/2023,Sat,5006,1,09:00,19:00,19.0,0.0,Readfield,Torsey Lake,600.0,2023-07-22,7,2023
Launch Drive Cobbosseecontee,7/22/2023,Sat,5980,1,13:00,19:00,28.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-22,7,2023
Whippoorwill Road,7/22/2023,Sat,5648,1,13:00,19:00,20.0,1.0,Litchfield,Woodbury Pond,360.0,2023-07-22,7,2023
East Winthrop Cobbosseecontee,7/22/2023,Sat,5670,1,09:00,19:00,35.0,0.0,Winthrop,Cobbosseecontee Lake,600.0,2023-07-22,7,2023
Thorofare Rd,7/22/2023,Sat,5970,1,09:00,19:00,26.0,0.0,Litchfield,Pleasant Pond,600.0,2023-07-22,7,2023
Whippoorwill Road,7/22/2023,Sat,5982,1,07:00,13:00,10.0,0.0,Litchfield,Woodbury Pond,360.0,2023-07-22,7,2023
Beach Road,7/22/2023,Sat,5968,1,13:00,19:00,18.0,0.0,Monmouth,Cochnewagon Pond,360.0,2023-07-22,7,2023
Holmes Road Annabessacook,7/22/2023,Sat,4174,1,09:00,19:00,17.0,2.0,Winthrop,Annabessacook Lake,600.0,2023-07-22,7,2023
Wilson Pond Road,7/22/2023,Sat,5967,1,09:00,19:00,1.0,0.0,Monmouth,Wilson Pond,600.0,2023-07-22,7,2023
Norcross Point South Basin Maranacook,7/22/2023,Sat,2096,1,13:00,19:00,28.0,6.0,Winthrop,Maranacook Lake,360.0,2023-07-22,7,2023
Rt 41 North Basin Maranacook,7/23/2023,Sun,5987,1,13:00,19:00,52.0,0.0,Readfield,Maranacook Lake,360.0,2023-07-23,7,2023
East Winthrop Cobbosseecontee,7/23/2023,Sun,5582,1,07:00,10:00,13.0,0.0,Winthrop,Cobbosseecontee Lake,180.0,2023-07-23,7,2023
Norcross Point South Basin Maranacook,7/23/2023,Sun,6062,1,13:00,19:30,31.0,20.0,Winthrop,Maranacook Lake,390.0,2023-07-23,7,2023
Old Kents Hill Road,7/23/2023,Sun,2096,1,13:00,19:00,32.0,3.0,Readfield,Torsey Lake,360.0,2023-07-23,7,2023
Beach Road,7/23/2023,Sun,5968,0,13:00,19:00,44.0,1.0,Monmouth,Cochnewagon Pond,360.0,2023-07-23,7,2023
Launch Drive Cobbosseecontee,7/23/2023,Sun,5983,1,13:00,19:00,76.0,7.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-23,7,2023
East Winthrop Cobbosseecontee,7/23/2023,Sun,5980,1,13:00,19:00,33.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-23,7,2023
Old Kents Hill Road,7/23/2023,Sun,5006,1,07:00,13:00,21.0,1.0,Readfield,Torsey Lake,360.0,2023-07-23,7,2023
Whippoorwill Road,7/23/2023,Sun,5648,1,09:00,19:00,104.0,6.0,Litchfield,Woodbury Pond,600.0,2023-07-23,7,2023
Beach Road,7/23/2023,Sun,5306,1,07:00,13:00,26.0,0.0,Monmouth,Cochnewagon Pond,360.0,2023-07-23,7,2023
East Winthrop Cobbosseecontee,7/23/2023,Sun,5578,0,10:00,13:00,29.0,5.0,Winthrop,Cobbosseecontee Lake,180.0,2023-07-23,7,2023
Rt 41 North Basin Maranacook,7/23/2023,Sun,6053,1,06:57,12:56,51.0,0.0,Readfield,Maranacook Lake,359.0,2023-07-23,7,2023
Launch Drive Cobbosseecontee,7/23/2023,Sun,3796,1,05:50,13:00,65.0,1.0,Monmouth,Cobbosseecontee Lake,430.0,2023-07-23,7,2023
Holmes Road Annabessacook,7/23/2023,Sun,4174,1,09:00,19:00,45.0,3.0,Winthrop,Annabessacook Lake,600.0,2023-07-23,7,2023
Norcross Point South Basin Maranacook,7/23/2023,Sun,5970,1,07:00,13:30,40.0,0.0,Winthrop,Maranacook Lake,390.0,2023-07-23,7,2023
Wilson Pond Road,7/23/2023,Sun,5967,1,09:00,19:00,1.0,0.0,Monmouth,Wilson Pond,600.0,2023-07-23,7,2023
Thorofare Rd,7/23/2023,Sun,5982,1,09:00,10:45,5.0,0.0,Litchfield,Pleasant Pond,105.0,2023-07-23,7,2023
Launch Drive Cobbosseecontee,7/24/2023,Mon,5987,1,13:00,19:00,25.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-24,7,2023
East Winthrop Cobbosseecontee,7/24/2023,Mon,5580,1,13:00,19:00,8.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-24,7,2023
East Winthrop Cobbosseecontee,7/24/2023,Mon,5006,1,07:00,13:00,3.0,1.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-24,7,2023
Launch Drive Cobbosseecontee,7/24/2023,Mon,5983,1,07:00,13:00,19.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-24,7,2023
East Winthrop Cobbosseecontee,7/25/2023,Tue,5987,1,13:00,18:00,10.0,0.0,Winthrop,Cobbosseecontee Lake,300.0,2023-07-25,7,2023
Launch Drive Cobbosseecontee,7/25/2023,Tue,3796,1,14:00,19:00,8.0,0.0,Monmouth,Cobbosseecontee Lake,300.0,2023-07-25,7,2023
Launch Drive Cobbosseecontee,7/25/2023,Tue,5983,1,07:00,13:00,18.0,2.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-25,7,2023
East Winthrop Cobbosseecontee,7/25/2023,Tue,5006,1,07:00,13:00,15.0,1.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-25,7,2023
East Winthrop Cobbosseecontee,7/26/2023,Wed,5970,1,13:00,19:00,13.0,1.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-26,7,2023
Launch Drive Cobbosseecontee,7/26/2023,Wed,5968,1,13:00,19:00,27.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-26,7,2023
East Winthrop Cobbosseecontee,7/26/2023,Wed,5670,1,07:00,13:00,11.0,1.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-26,7,2023
Launch Drive Cobbosseecontee,7/26/2023,Wed,5980,1,07:00,13:00,13.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-26,7,2023
Launch Drive Cobbosseecontee,7/27/2023,Thu,5968,1,07:00,13:00,7.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-27,7,2023
East Winthrop Cobbosseecontee,7/27/2023,Thu,5580,1,13:00,19:00,0.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-27,7,2023
Launch Drive Cobbosseecontee,7/27/2023,Thu,5970,1,13:00,19:00,4.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-27,7,2023
East Winthrop Cobbosseecontee,7/27/2023,Thu,5670,1,07:00,13:00,4.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-27,7,2023
Wilson Pond Road,7/27/2023,Thu,5706,0,06:45,10:23,3.0,0.0,Monmouth,Wilson Pond,218.0,2023-07-27,7,2023
Thorofare Rd,7/28/2023,Fri,6086,0,07:00,13:00,11.0,0.0,Litchfield,Pleasant Pond,360.0,2023-07-28,7,2023
Whippoorwill Road,7/28/2023,Fri,5648,1,13:00,19:00,43.0,0.0,Litchfield,Woodbury Pond,360.0,2023-07-28,7,2023
East Winthrop Cobbosseecontee,7/28/2023,Fri,5970,1,13:00,19:00,20.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-28,7,2023
Launch Drive Cobbosseecontee,7/28/2023,Fri,5714,1,09:00,19:00,79.0,1.0,Monmouth,Cobbosseecontee Lake,600.0,2023-07-28,7,2023
Thorofare Rd,7/28/2023,Fri,5982,1,13:00,19:00,12.0,0.0,Litchfield,Pleasant Pond,360.0,2023-07-28,7,2023
Holmes Road Annabessacook,7/28/2023,Fri,3796,1,07:00,13:00,5.0,1.0,Winthrop,Annabessacook Lake,360.0,2023-07-28,7,2023
Whippoorwill Road,7/28/2023,Fri,5983,1,07:00,13:00,21.0,0.0,Litchfield,Woodbury Pond,360.0,2023-07-28,7,2023
Holmes Road Annabessacook,7/28/2023,Fri,4174,1,13:00,19:00,14.0,0.0,Winthrop,Annabessacook Lake,360.0,2023-07-28,7,2023
East Winthrop Cobbosseecontee,7/28/2023,Fri,5670,1,07:00,13:00,10.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-28,7,2023
Thorofare Rd,7/29/2023,Sat,5983,1,09:00,19:00,36.0,3.0,Litchfield,Pleasant Pond,600.0,2023-07-29,7,2023
Launch Drive Cobbosseecontee,7/29/2023,Sat,5580,1,07:00,13:00,25.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-29,7,2023
East Winthrop Cobbosseecontee,7/29/2023,Sat,5670,1,09:00,19:00,31.0,0.0,Winthrop,Cobbosseecontee Lake,600.0,2023-07-29,7,2023
Norcross Point South Basin Maranacook,7/29/2023,Sat,6062,1,13:00,19:00,16.0,8.0,Winthrop,Maranacook Lake,360.0,2023-07-29,7,2023
Norcross Point South Basin Maranacook,7/29/2023,Sat,6053,1,07:00,13:00,8.0,1.0,Winthrop,Maranacook Lake,360.0,2023-07-29,7,2023
Launch Drive Cobbosseecontee,7/29/2023,Sat,5970,1,13:00,19:00,24.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-29,7,2023
Beach Road,7/29/2023,Sat,5306,1,07:00,13:00,7.0,0.0,Monmouth,Cochnewagon Pond,360.0,2023-07-29,7,2023
Rt 41 North Basin Maranacook,7/29/2023,Sat,5987,1,07:00,13:00,14.0,0.0,Readfield,Maranacook Lake,360.0,2023-07-29,7,2023
Rt 41 North Basin Maranacook,7/29/2023,Sat,5980,1,13:00,19:00,13.0,0.0,Readfield,Maranacook Lake,360.0,2023-07-29,7,2023
Whippoorwill Road,7/29/2023,Sat,5982,1,07:00,13:00,16.0,0.0,Litchfield,Woodbury Pond,360.0,2023-07-29,7,2023
Beach Road,7/29/2023,Sat,5968,1,13:00,19:00,6.0,0.0,Monmouth,Cochnewagon Pond,360.0,2023-07-29,7,2023
Holmes Road Annabessacook,7/29/2023,Sat,4174,1,09:00,19:00,25.0,0.0,Winthrop,Annabessacook Lake,600.0,2023-07-29,7,2023
Whippoorwill Road,7/29/2023,Sat,5648,1,13:00,19:00,22.0,0.0,Litchfield,Woodbury Pond,360.0,2023-07-29,7,2023
Old Kents Hill Road,7/29/2023,Sat,5006,1,09:00,19:00,6.0,2.0,Readfield,Torsey Lake,600.0,2023-07-29,7,2023
Whippoorwill Road,7/30/2023,Sun,5982,1,07:00,13:00,35.0,0.0,Litchfield,Woodbury Pond,360.0,2023-07-30,7,2023
Beach Road,7/30/2023,Sun,5968,1,13:00,19:00,31.0,0.0,Monmouth,Cochnewagon Pond,360.0,2023-07-30,7,2023
Launch Drive Cobbosseecontee,7/30/2023,Sun,5980,1,13:00,19:00,52.0,1.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-30,7,2023
Holmes Road Annabessacook,7/30/2023,Sun,6062,1,13:00,19:30,23.0,8.0,Winthrop,Annabessacook Lake,390.0,2023-07-30,7,2023
Thorofare Rd,7/30/2023,Sun,5983,1,07:00,13:00,13.0,0.0,Litchfield,Pleasant Pond,360.0,2023-07-30,7,2023
Rt 41 North Basin Maranacook,7/30/2023,Sun,5987,1,13:00,19:00,43.0,1.0,Readfield,Maranacook Lake,360.0,2023-07-30,7,2023
Rt 41 North Basin Maranacook,7/30/2023,Sun,6053,1,07:00,13:00,26.0,0.0,Readfield,Maranacook Lake,360.0,2023-07-30,7,2023
Old Kents Hill Road,7/30/2023,Sun,5006,1,07:00,13:00,7.0,0.0,Readfield,Torsey Lake,360.0,2023-07-30,7,2023
East Winthrop Cobbosseecontee,7/30/2023,Sun,5970,1,09:00,19:00,42.0,0.0,Winthrop,Cobbosseecontee Lake,600.0,2023-07-30,7,2023
Whippoorwill Road,7/30/2023,Sun,3796,1,13:00,19:00,71.0,19.0,Litchfield,Woodbury Pond,360.0,2023-07-30,7,2023
Norcross Point South Basin Maranacook,7/30/2023,Sun,5648,1,09:00,19:00,59.0,4.0,Winthrop,Maranacook Lake,600.0,2023-07-30,7,2023
Old Kents Hill Road,7/30/2023,Sun,2096,1,13:00,19:00,13.0,0.0,Readfield,Torsey Lake,360.0,2023-07-30,7,2023
Holmes Road Annabessacook,7/30/2023,Sun,4174,1,07:00,13:00,12.0,2.0,Winthrop,Annabessacook Lake,360.0,2023-07-30,7,2023
Beach Road,7/30/2023,Sun,5306,1,07:00,13:00,16.0,0.0,Monmouth,Cochnewagon Pond,360.0,2023-07-30,7,2023
Launch Drive Cobbosseecontee,7/30/2023,Sun,5580,1,07:00,13:00,44.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-30,7,2023
Launch Drive Cobbosseecontee,7/31/2023,Mon,5983,1,07:00,13:00,9.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-31,7,2023
East Winthrop Cobbosseecontee,7/31/2023,Mon,6086,0,13:00,19:00,2.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-31,7,2023
East Winthrop Cobbosseecontee,7/31/2023,Mon,5006,1,07:00,13:00,5.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-07-31,7,2023
Launch Drive Cobbosseecontee,7/31/2023,Mon,5987,1,13:00,19:00,7.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2023-07-31,7,2023
East Winthrop Cobbosseecontee,8/1/2023,Tue,5006,1,07:00,13:00,6.0,1.0,Winthrop,Cobbosseecontee Lake,360.0,2023-08-01,8,2023
East Winthrop Cobbosseecontee,8/1/2023,Tue,5987,1,13:00,19:00,7.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-08-01,8,2023
Launch Drive Cobbosseecontee,8/1/2023,Tue,5968,1,13:00,19:00,26.0,0.0,Monmouth,Cobbosseecontee Lake,360.0,2023-08-01,8,2023
Launch Drive Cobbosseecontee,8/1/2023,Tue,5983,1,07:00,13:00,15.0,1.0,Monmouth,Cobbosseecontee Lake,360.0,2023-08-01,8,2023
East Winthrop Cobbosseecontee,8/2/2023,Wed,6086,0,13:00,19:00,12.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-08-02,8,2023
Launch Drive Cobbosseecontee,8/2/2023,Wed,5670,1,07:00,13:00,17.0,1.0,Monmouth,Cobbosseecontee Lake,360.0,2023-08-02,8,2023
East Winthrop Cobbosseecontee,8/2/2023,Wed,5580,1,07:00,13:00,9.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-08-02,8,2023
Launch Drive Cobbosseecontee,8/2/2023,Wed,5980,1,13:00,19:00,15.0,1.0,Monmouth,Cobbosseecontee Lake,360.0,2023-08-02,8,2023
Launch Drive Cobbosseecontee,8/3/2023,Thu,5968,1,13:00,19:00,8.0,1.0,Monmouth,Cobbosseecontee Lake,360.0,2023-08-03,8,2023
Wilson Pond Road,8/3/2023,Thu,5706,0,06:45,08:45,0.0,0.0,Monmouth,Wilson Pond,120.0,2023-08-03,8,2023
East Winthrop Cobbosseecontee,8/3/2023,Thu,5580,1,13:00,19:00,9.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-08-03,8,2023
Launch Drive Cobbosseecontee,8/3/2023,Thu,5670,1,09:00,13:00,9.0,1.0,Monmouth,Cobbosseecontee Lake,240.0,2023-08-03,8,2023
East Winthrop Cobbosseecontee,8/3/2023,Thu,6086,0,07:00,13:00,3.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-08-03,8,2023
Holmes Road Annabessacook,8/4/2023,Fri,4174,1,13:00,19:00,3.0,0.0,Winthrop,Annabessacook Lake,360.0,2023-08-04,8,2023
East Winthrop Cobbosseecontee,8/4/2023,Fri,5582,1,13:00,19:00,5.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2023-08-04,8,2023
Thorofare Rd,8/4/2023,Fri,5982,1,13:00,19:00,2.0,0.0,Litchfield,Pleasant Pond,360.0,2023-08-04,8,2023
Whippoorwill Road,8/4/2023,Fri,5648,1,13:00,19:00,4.0,0.0,Litchfield,Woodbury Pond,360.0,2023-08-04,8,2023
Holmes Road Annabessacook,8/4/2023,Fri,3796,1,07:00,16:00,3.0,1.0,Winthrop,Annabessacook Lake,540.0,2023-08-04,8,2023
East Winthrop Cobbosseecontee,8/4/2023,Fri,5670,1,07:00,13:00,4.0,1.0,Winthrop,Cobbosseecontee Lake,360.0,2023-08-04,8,2023
Launch Drive Cobbosseecontee,8/4/2023,Fri,5714,1,09:00,19:00,8.0,1.0,Monmouth,Cobbosseecontee Lake,600.0,2023-08-04,8,2023
