SITE_NAME,DATE1,DAY_OF_WEEK,INSPECTOR_ID,PAY_VOL,SHIFT_START,SHIFT_END,TOTALINSP,NUMINVASIVE,TOWN,WATERBODY,SHIFT_LENGTH,DATE,month,year
East Winthrop,07/03/2021,Sat,5367,1,07:00,13:00,7.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2021-07-03,7,2021
Beach Road,07/03/2021,Sat,4174,1,07:00,16:00,10.0,0.0,Monmouth,Cochnewagon Pond,540.0,2021-07-03,7,2021
Old Kents Hill Road,07/03/2021,Sat,4771,1,07:00,13:00,6.0,0.0,Readfield,Torsey Lake,360.0,2021-07-03,7,2021
Augusta West Kampground,07/03/2021,Sat,4769,1,14:00,20:00,2.0,0.0,Winthrop,Annabessacook Lake,360.0,2021-07-03,7,2021
Wilson Pond Road,07/03/2021,Sat,4770,1,07:00,17:00,7.0,0.0,Monmouth,Wilson Pond,600.0,2021-07-03,7,2021
Norcross Point South Basin Maranacook,07/03/2021,Sat,5386,1,13:00,19:00,6.0,0.0,Winthrop,Maranacook Lake,360.0,2021-07-03,7,2021
Augusta West Kampground,07/03/2021,Sat,5354,1,08:00,14:00,4.0,0.0,Winthrop,Annabessacook Lake,360.0,2021-07-03,7,2021
Rt 41 North Basin Maranacook,07/03/2021,Sat,5305,1,13:00,19:00,10.0,0.0,Readfield,Maranacook Lake,360.0,2021-07-03,7,2021
Thorofare Rd,07/03/2021,Sat,4944,1,07:00,17:00,20.0,0.0,Litchfield,Pleasant Pond,600.0,2021-07-03,7,2021
Launch Drive,07/03/2021,Sat,4485,1,08:20,13:00,18.0,0.0,Launch Drive,Cobbosseecontee Lake,280.0,2021-07-03,7,2021
Whippoorwill Road,07/03/2021,Sat,5304,1,13:00,19:00,6.0,0.0,Litchfield,Woodbury Pond,360.0,2021-07-03,7,2021
Launch Drive,07/03/2021,Sat,4715,1,13:00,19:00,7.0,0.0,Launch Drive,Cobbosseecontee Lake,360.0,2021-07-03,7,2021
Wilson Pond Road,07/04/2021,Sun,4770,1,13:00,13:30,0.0,0.0,Monmouth,Wilson Pond,30.0,2021-07-04,7,2021
Launch Drive,07/04/2021,Sun,4715,1,13:00,13:30,0.0,0.0,Launch Drive,Cobbosseecontee Lake,30.0,2021-07-04,7,2021
Rt 41 North Basin Maranacook,07/04/2021,Sun,5005,1,13:00,13:30,0.0,0.0,Readfield,Maranacook Lake,30.0,2021-07-04,7,2021
Old Kents Hill Road,07/04/2021,Sun,5006,1,13:00,13:30,0.0,0.0,Readfield,Torsey Lake,30.0,2021-07-04,7,2021
Whippoorwill Road,07/04/2021,Sun,5304,1,13:00,13:30,0.0,0.0,Litchfield,Woodbury Pond,30.0,2021-07-04,7,2021
Thorofare Rd,07/05/2021,Mon,4944,1,07:00,17:00,91.0,0.0,Litchfield,Pleasant Pond,600.0,2021-07-05,7,2021
Launch Drive,07/05/2021,Mon,4174,1,12:00,17:00,75.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-05,7,2021
Rt 41 North Basin Maranacook,07/05/2021,Mon,5304,1,07:00,15:00,17.0,0.0,Readfield,Maranacook Lake,480.0,2021-07-05,7,2021
Norcross Point South Basin Maranacook,07/05/2021,Mon,3796,1,07:00,15:00,32.0,0.0,Winthrop,Maranacook Lake,480.0,2021-07-05,7,2021
Old Kents Hill Road,07/05/2021,Mon,5386,1,12:00,17:00,19.0,0.0,Readfield,Torsey Lake,300.0,2021-07-05,7,2021
Launch Drive,07/05/2021,Mon,4769,1,07:00,12:00,28.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-05,7,2021
Old Kents Hill Road,07/05/2021,Mon,5305,1,07:00,12:00,8.0,0.0,Readfield,Torsey Lake,300.0,2021-07-05,7,2021
Old Kents Hill Road,07/06/2021,Tue,5353,1,07:00,12:00,3.0,0.0,Readfield,Torsey Lake,300.0,2021-07-06,7,2021
Launch Drive,07/06/2021,Tue,3504,1,07:00,12:00,11.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-06,7,2021
Norcross Point South Basin Maranacook,07/06/2021,Tue,5354,1,07:00,15:00,9.0,0.0,Winthrop,Maranacook Lake,480.0,2021-07-06,7,2021
Old Kents Hill Road,07/06/2021,Tue,4771,1,12:00,17:00,8.0,0.0,Readfield,Torsey Lake,300.0,2021-07-06,7,2021
Rt 41 North Basin Maranacook,07/06/2021,Tue,5305,1,07:00,15:00,11.0,0.0,Readfield,Maranacook Lake,480.0,2021-07-06,7,2021
Launch Drive,07/06/2021,Tue,4174,1,12:00,17:00,23.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-06,7,2021
Norcross Point South Basin Maranacook,07/07/2021,Wed,3796,1,07:00,15:00,14.0,0.0,Winthrop,Maranacook Lake,480.0,2021-07-07,7,2021
Old Kents Hill Road,07/07/2021,Wed,1292,0,12:00,14:00,2.0,0.0,Readfield,Torsey Lake,120.0,2021-07-07,7,2021
Old Kents Hill Road,07/07/2021,Wed,5150,0,16:00,18:00,0.0,0.0,Readfield,Torsey Lake,120.0,2021-07-07,7,2021
Launch Drive,07/07/2021,Wed,4769,1,07:00,12:00,25.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-07,7,2021
Old Kents Hill Road,07/07/2021,Wed,3089,0,14:00,16:00,0.0,0.0,Readfield,Torsey Lake,120.0,2021-07-07,7,2021
Launch Drive,07/07/2021,Wed,4771,1,12:00,17:00,23.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-07,7,2021
Rt 41 North Basin Maranacook,07/07/2021,Wed,5353,1,07:00,15:00,10.0,0.0,Readfield,Maranacook Lake,480.0,2021-07-07,7,2021
Norcross Point South Basin Maranacook,07/08/2021,Thu,3796,1,07:00,15:00,3.0,0.0,Winthrop,Maranacook Lake,480.0,2021-07-08,7,2021
Launch Drive,07/08/2021,Thu,5105,1,07:00,12:00,6.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-08,7,2021
Old Kents Hill Road,07/08/2021,Thu,4769,1,07:00,12:00,0.0,0.0,Readfield,Torsey Lake,300.0,2021-07-08,7,2021
Launch Drive,07/08/2021,Thu,5354,1,12:00,17:00,6.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-08,7,2021
Old Kents Hill Road,07/08/2021,Thu,4771,1,12:00,16:30,0.0,0.0,Readfield,Torsey Lake,270.0,2021-07-08,7,2021
Rt 41 North Basin Maranacook,07/08/2021,Thu,5305,1,07:00,15:00,1.0,0.0,Readfield,Maranacook Lake,480.0,2021-07-08,7,2021
Rt 41 North Basin Maranacook,07/10/2021,Sat,5353,1,13:00,19:00,31.0,0.0,Readfield,Maranacook Lake,360.0,2021-07-10,7,2021
Launch Drive,07/10/2021,Sat,5304,1,07:00,13:00,26.0,0.0,Launch Drive,Cobbosseecontee Lake,360.0,2021-07-10,7,2021
Rt 41 North Basin Maranacook,07/10/2021,Sat,5305,1,07:00,13:00,15.0,0.0,Readfield,Maranacook Lake,360.0,2021-07-10,7,2021
East Winthrop,07/10/2021,Sat,3504,1,13:00,19:00,29.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2021-07-10,7,2021
Whippoorwill Road,07/10/2021,Sat,4771,1,07:00,17:00,65.0,0.0,Litchfield,Woodbury Pond,600.0,2021-07-10,7,2021
Old Kents Hill Road,07/10/2021,Sat,5222,1,07:00,13:00,4.0,0.0,Readfield,Torsey Lake,360.0,2021-07-10,7,2021
East Winthrop,07/10/2021,Sat,5367,1,07:00,13:00,18.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2021-07-10,7,2021
Wilson Pond Road,07/10/2021,Sat,4770,1,07:00,17:00,13.0,0.0,Monmouth,Wilson Pond,600.0,2021-07-10,7,2021
Thorofare Rd,07/10/2021,Sat,4944,1,07:00,17:00,49.0,0.0,Litchfield,Pleasant Pond,600.0,2021-07-10,7,2021
Augusta West Kampground,07/10/2021,Sat,4769,1,08:00,18:00,7.0,0.0,Winthrop,Annabessacook Lake,600.0,2021-07-10,7,2021
Norcross Point South Basin Maranacook,07/10/2021,Sat,5354,1,07:00,17:25,21.0,0.0,Winthrop,Maranacook Lake,625.0,2021-07-10,7,2021
Beach Road,07/10/2021,Sat,5306,1,07:00,13:00,23.0,0.0,Monmouth,Cochnewagon Pond,360.0,2021-07-10,7,2021
Launch Drive,07/10/2021,Sat,4174,1,13:00,19:00,74.0,0.0,Launch Drive,Cobbosseecontee Lake,360.0,2021-07-10,7,2021
Old Kents Hill Road,07/10/2021,Sat,5006,1,13:00,19:00,13.0,0.0,Readfield,Torsey Lake,360.0,2021-07-10,7,2021
Old Kents Hill Road,07/11/2021,Sun,5150,0,15:00,17:00,2.0,0.0,Readfield,Torsey Lake,120.0,2021-07-11,7,2021
Wilson Pond Road,07/11/2021,Sun,4770,1,07:00,17:00,24.0,0.0,Monmouth,Wilson Pond,600.0,2021-07-11,7,2021
Whippoorwill Road,07/11/2021,Sun,5402,1,07:00,13:00,38.0,0.0,Litchfield,Woodbury Pond,360.0,2021-07-11,7,2021
Beach Road,07/11/2021,Sun,4174,1,13:00,19:00,43.0,0.0,Monmouth,Cochnewagon Pond,360.0,2021-07-11,7,2021
Rt 41 North Basin Maranacook,07/11/2021,Sun,5222,1,07:00,13:00,40.0,0.0,Readfield,Maranacook Lake,360.0,2021-07-11,7,2021
Old Kents Hill Road,07/11/2021,Sun,1292,0,17:00,19:00,1.0,0.0,Readfield,Torsey Lake,120.0,2021-07-11,7,2021
Thorofare Rd,07/11/2021,Sun,4944,1,07:00,17:00,80.0,0.0,Litchfield,Pleasant Pond,600.0,2021-07-11,7,2021
Norcross Point South Basin Maranacook,07/11/2021,Sun,4771,1,07:00,17:00,52.0,0.0,Winthrop,Maranacook Lake,600.0,2021-07-11,7,2021
East Winthrop,07/11/2021,Sun,5367,1,07:00,13:00,25.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2021-07-11,7,2021
Augusta West Kampground,07/11/2021,Sun,5354,1,08:00,14:00,5.0,0.0,Winthrop,Annabessacook Lake,360.0,2021-07-11,7,2021
Old Kents Hill Road,07/11/2021,Sun,1299,0,15:00,17:00,0.0,0.0,Readfield,Torsey Lake,120.0,2021-07-11,7,2021
Beach Road,07/11/2021,Sun,5306,1,07:00,13:00,20.0,0.0,Monmouth,Cochnewagon Pond,360.0,2021-07-11,7,2021
Augusta West Kampground,07/11/2021,Sun,4769,1,14:00,20:00,2.0,0.0,Winthrop,Annabessacook Lake,360.0,2021-07-11,7,2021
Old Kents Hill Road,07/11/2021,Sun,4624,0,11:00,13:00,3.0,0.0,Readfield,Torsey Lake,120.0,2021-07-11,7,2021
East Winthrop,07/11/2021,Sun,3504,1,13:00,19:00,47.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2021-07-11,7,2021
Launch Drive,07/11/2021,Sun,5001,1,07:00,13:00,57.0,0.0,Launch Drive,Cobbosseecontee Lake,360.0,2021-07-11,7,2021
Old Kents Hill Road,07/11/2021,Sun,1394,0,07:00,09:00,1.0,0.0,Readfield,Torsey Lake,120.0,2021-07-11,7,2021
Whippoorwill Road,07/11/2021,Sun,5304,1,13:00,19:00,12.0,0.0,Litchfield,Woodbury Pond,360.0,2021-07-11,7,2021
Launch Drive,07/11/2021,Sun,5307,1,13:00,19:00,67.0,0.0,Launch Drive,Cobbosseecontee Lake,360.0,2021-07-11,7,2021
Old Kents Hill Road,07/11/2021,Sun,1103,0,13:00,15:00,1.0,0.0,Readfield,Torsey Lake,120.0,2021-07-11,7,2021
Launch Drive,07/12/2021,Mon,3796,1,12:00,17:00,24.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-12,7,2021
Launch Drive,07/12/2021,Mon,3504,1,07:00,12:00,13.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-12,7,2021
Launch Drive,07/13/2021,Tue,4769,1,07:00,11:30,8.0,0.0,Launch Drive,Cobbosseecontee Lake,270.0,2021-07-13,7,2021
Launch Drive,07/13/2021,Tue,4174,1,12:45,17:00,9.0,0.0,Launch Drive,Cobbosseecontee Lake,255.0,2021-07-13,7,2021
Launch Drive,07/14/2021,Wed,5305,1,07:00,11:00,0.0,0.0,Launch Drive,Cobbosseecontee Lake,240.0,2021-07-14,7,2021
Launch Drive,07/15/2021,Thu,4771,1,12:00,17:00,22.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-15,7,2021
Old Kents Hill Road,07/15/2021,Thu,5006,1,07:00,12:00,6.0,0.0,Readfield,Torsey Lake,300.0,2021-07-15,7,2021
Launch Drive,07/15/2021,Thu,5105,1,07:00,12:00,21.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-15,7,2021
Launch Drive,07/16/2021,Fri,3796,1,12:00,18:00,27.0,0.0,Launch Drive,Cobbosseecontee Lake,360.0,2021-07-16,7,2021
Thorofare Rd,07/16/2021,Fri,5105,1,12:00,18:00,17.0,0.0,Litchfield,Pleasant Pond,360.0,2021-07-16,7,2021
East Winthrop,07/16/2021,Fri,5402,1,12:00,18:00,12.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2021-07-16,7,2021
Whippoorwill Road,07/16/2021,Fri,4771,1,12:00,18:00,32.0,0.0,Litchfield,Woodbury Pond,360.0,2021-07-16,7,2021
Augusta West Kampground,07/16/2021,Fri,4769,1,12:00,18:00,3.0,0.0,Winthrop,Annabessacook Lake,360.0,2021-07-16,7,2021
Old Kents Hill Road,07/16/2021,Fri,5006,1,07:00,13:00,6.0,0.0,Readfield,Torsey Lake,360.0,2021-07-16,7,2021
Launch Drive,07/16/2021,Fri,3504,1,07:00,12:00,15.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-16,7,2021
Old Kents Hill Road,07/16/2021,Fri,1299,0,15:00,17:00,0.0,0.0,Readfield,Torsey Lake,120.0,2021-07-16,7,2021
Beach Road,07/17/2021,Sat,5306,1,07:00,13:00,21.0,0.0,Monmouth,Cochnewagon Pond,360.0,2021-07-17,7,2021
Old Kents Hill Road,07/17/2021,Sat,5411,0,11:00,13:00,2.0,0.0,Readfield,Torsey Lake,120.0,2021-07-17,7,2021
Whippoorwill Road,07/17/2021,Sat,5354,1,07:00,13:00,8.0,0.0,Litchfield,Woodbury Pond,360.0,2021-07-17,7,2021
Launch Drive,07/17/2021,Sat,5105,1,07:00,13:00,36.0,0.0,Launch Drive,Cobbosseecontee Lake,360.0,2021-07-17,7,2021
Norcross Point South Basin Maranacook,07/17/2021,Sat,3796,1,07:00,17:00,31.0,0.0,Winthrop,Maranacook Lake,600.0,2021-07-17,7,2021
Rt 41 North Basin Maranacook,07/17/2021,Sat,5006,1,13:00,19:00,11.0,0.0,Readfield,Maranacook Lake,360.0,2021-07-17,7,2021
Beach Road,07/17/2021,Sat,4174,1,13:00,19:00,13.0,0.0,Monmouth,Cochnewagon Pond,360.0,2021-07-17,7,2021
Rt 41 North Basin Maranacook,07/17/2021,Sat,5353,1,07:00,13:00,6.0,0.0,Readfield,Maranacook Lake,360.0,2021-07-17,7,2021
East Winthrop,07/17/2021,Sat,5305,1,07:00,13:00,14.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2021-07-17,7,2021
Augusta West Kampground,07/17/2021,Sat,4769,1,08:00,18:00,2.0,0.0,Winthrop,Annabessacook Lake,600.0,2021-07-17,7,2021
Thorofare Rd,07/17/2021,Sat,4944,1,07:00,17:00,46.0,0.0,Litchfield,Pleasant Pond,600.0,2021-07-17,7,2021
Old Kents Hill Road,07/17/2021,Sat,2092,0,15:00,17:00,2.0,0.0,Readfield,Torsey Lake,120.0,2021-07-17,7,2021
Wilson Pond Road,07/17/2021,Sat,4770,1,07:00,13:00,7.0,0.0,Monmouth,Wilson Pond,360.0,2021-07-17,7,2021
Launch Drive,07/17/2021,Sat,4771,1,13:00,19:00,25.0,0.0,Launch Drive,Cobbosseecontee Lake,360.0,2021-07-17,7,2021
East Winthrop,07/17/2021,Sat,3504,1,13:00,19:00,23.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2021-07-17,7,2021
Wilson Pond Road,07/17/2021,Sat,5386,1,13:00,19:00,6.0,0.0,Monmouth,Wilson Pond,360.0,2021-07-17,7,2021
Old Kents Hill Road,07/17/2021,Sat,4624,0,17:00,19:00,2.0,0.0,Readfield,Torsey Lake,120.0,2021-07-17,7,2021
Old Kents Hill Road,07/17/2021,Sat,5368,0,07:00,09:00,1.0,0.0,Readfield,Torsey Lake,120.0,2021-07-17,7,2021
East Winthrop,07/18/2021,Sun,3504,1,13:00,19:00,7.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2021-07-18,7,2021
Norcross Point South Basin Maranacook,07/18/2021,Sun,3796,1,14:00,19:00,3.0,0.0,Winthrop,Maranacook Lake,300.0,2021-07-18,7,2021
Beach Road,07/18/2021,Sun,4174,1,14:00,19:00,2.0,0.0,Monmouth,Cochnewagon Pond,300.0,2021-07-18,7,2021
Augusta West Kampground,07/18/2021,Sun,4769,1,14:00,17:30,1.0,0.0,Winthrop,Annabessacook Lake,210.0,2021-07-18,7,2021
Old Kents Hill Road,07/18/2021,Sun,5353,1,14:00,19:00,1.0,0.0,Readfield,Torsey Lake,300.0,2021-07-18,7,2021
Rt 41 North Basin Maranacook,07/18/2021,Sun,5001,1,14:00,19:00,0.0,0.0,Readfield,Maranacook Lake,300.0,2021-07-18,7,2021
Whippoorwill Road,07/18/2021,Sun,5304,1,14:00,19:00,3.0,0.0,Litchfield,Woodbury Pond,300.0,2021-07-18,7,2021
Launch Drive,07/18/2021,Sun,5105,1,14:00,19:00,20.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-18,7,2021
Wilson Pond Road,07/18/2021,Sun,5386,1,14:00,19:00,2.0,0.0,Monmouth,Wilson Pond,300.0,2021-07-18,7,2021
Launch Drive,07/19/2021,Mon,4174,1,12:00,17:00,11.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-19,7,2021
Launch Drive,07/19/2021,Mon,3504,1,07:00,12:00,6.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-19,7,2021
Launch Drive,07/20/2021,Tue,4769,1,07:00,12:00,12.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-20,7,2021
Launch Drive,07/20/2021,Tue,3796,1,12:00,17:00,16.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-20,7,2021
Launch Drive,07/21/2021,Wed,5305,1,07:00,12:00,8.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-21,7,2021
Launch Drive,07/21/2021,Wed,4771,1,12:00,17:00,4.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-21,7,2021
Launch Drive,07/22/2021,Thu,5105,1,07:00,12:00,11.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-22,7,2021
Launch Drive,07/22/2021,Thu,4771,1,12:00,17:00,13.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-22,7,2021
Launch Drive,07/23/2021,Fri,3796,1,12:00,17:30,31.0,0.0,Launch Drive,Cobbosseecontee Lake,330.0,2021-07-23,7,2021
Beach Road,07/23/2021,Fri,5306,1,07:00,13:00,27.0,0.0,Monmouth,Cochnewagon Pond,360.0,2021-07-23,7,2021
Thorofare Rd,07/23/2021,Fri,5105,1,12:00,17:15,24.0,0.0,Litchfield,Pleasant Pond,315.0,2021-07-23,7,2021
Launch Drive,07/23/2021,Fri,3504,1,07:00,12:00,21.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-23,7,2021
East Winthrop,07/23/2021,Fri,4485,1,12:00,17:00,6.0,0.0,Winthrop,Cobbosseecontee Lake,300.0,2021-07-23,7,2021
Whippoorwill Road,07/23/2021,Fri,4771,1,12:00,15:00,9.0,0.0,Litchfield,Woodbury Pond,180.0,2021-07-23,7,2021
Augusta West Kampground,07/23/2021,Fri,4769,1,12:00,17:30,1.0,0.0,Winthrop,Annabessacook Lake,330.0,2021-07-23,7,2021
Old Kents Hill Road,07/23/2021,Fri,1290,0,17:00,19:00,0.0,0.0,Readfield,Torsey Lake,120.0,2021-07-23,7,2021
East Winthrop,07/24/2021,Sat,3504,1,11:00,19:00,74.0,0.0,Winthrop,Cobbosseecontee Lake,480.0,2021-07-24,7,2021
Norcross Point South Basin Maranacook,07/24/2021,Sat,4485,1,07:00,17:00,58.0,0.0,Winthrop,Maranacook Lake,600.0,2021-07-24,7,2021
Thorofare Rd,07/24/2021,Sat,4944,1,07:00,17:00,54.0,0.0,Litchfield,Pleasant Pond,600.0,2021-07-24,7,2021
Wilson Pond Road,07/24/2021,Sat,5386,1,13:00,19:00,31.0,0.0,Monmouth,Wilson Pond,360.0,2021-07-24,7,2021
Launch Drive,07/24/2021,Sat,4771,1,13:30,20:00,30.0,0.0,Launch Drive,Cobbosseecontee Lake,390.0,2021-07-24,7,2021
Augusta West Kampground,07/24/2021,Sat,5354,1,08:00,14:10,9.0,0.0,Winthrop,Annabessacook Lake,370.0,2021-07-24,7,2021
Old Kents Hill Road,07/24/2021,Sat,5353,1,13:00,19:00,8.0,0.0,Readfield,Torsey Lake,360.0,2021-07-24,7,2021
Old Kents Hill Road,07/24/2021,Sat,5006,1,07:00,13:00,11.0,0.0,Readfield,Torsey Lake,360.0,2021-07-24,7,2021
Rt 41 North Basin Maranacook,07/24/2021,Sat,5367,1,13:00,19:00,43.0,0.0,Readfield,Maranacook Lake,360.0,2021-07-24,7,2021
Augusta West Kampground,07/24/2021,Sat,4769,1,14:00,20:00,7.0,0.0,Winthrop,Annabessacook Lake,360.0,2021-07-24,7,2021
Whippoorwill Road,07/24/2021,Sat,5105,1,07:00,13:00,48.0,0.0,Litchfield,Woodbury Pond,360.0,2021-07-24,7,2021
East Winthrop,07/24/2021,Sat,4715,1,09:20,11:00,2.0,0.0,Winthrop,Cobbosseecontee Lake,100.0,2021-07-24,7,2021
Rt 41 North Basin Maranacook,07/24/2021,Sat,3796,1,05:30,07:00,20.0,0.0,Readfield,Maranacook Lake,90.0,2021-07-24,7,2021
Launch Drive,07/24/2021,Sat,3796,1,13:30,20:00,35.0,0.0,Launch Drive,Cobbosseecontee Lake,390.0,2021-07-24,7,2021
Rt 41 North Basin Maranacook,07/24/2021,Sat,5305,1,07:00,13:00,30.0,0.0,Readfield,Maranacook Lake,360.0,2021-07-24,7,2021
Wilson Pond Road,07/24/2021,Sat,4770,1,07:00,13:00,10.0,0.0,Monmouth,Wilson Pond,360.0,2021-07-24,7,2021
Beach Road,07/24/2021,Sat,5306,1,07:00,13:00,31.0,0.0,Monmouth,Cochnewagon Pond,360.0,2021-07-24,7,2021
Launch Drive,07/24/2021,Sat,4488,1,07:00,13:15,42.0,0.0,Launch Drive,Cobbosseecontee Lake,375.0,2021-07-24,7,2021
Launch Drive,07/24/2021,Sat,5001,1,07:00,13:30,34.0,0.0,Launch Drive,Cobbosseecontee Lake,390.0,2021-07-24,7,2021
Beach Road,07/24/2021,Sat,4174,1,13:00,19:00,47.0,0.0,Monmouth,Cochnewagon Pond,360.0,2021-07-24,7,2021
Whippoorwill Road,07/24/2021,Sat,5304,1,13:00,18:00,21.0,0.0,Litchfield,Woodbury Pond,300.0,2021-07-24,7,2021
East Winthrop,07/25/2021,Sun,3504,1,13:00,19:00,0.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2021-07-25,7,2021
Wilson Pond Road,07/25/2021,Sun,5386,1,13:00,17:00,2.0,0.0,Monmouth,Wilson Pond,240.0,2021-07-25,7,2021
Launch Drive,07/25/2021,Sun,5105,1,13:00,19:00,9.0,0.0,Launch Drive,Cobbosseecontee Lake,360.0,2021-07-25,7,2021
Beach Road,07/25/2021,Sun,4174,1,13:00,17:00,3.0,0.0,Monmouth,Cochnewagon Pond,240.0,2021-07-25,7,2021
Norcross Point South Basin Maranacook,07/25/2021,Sun,3796,1,13:00,17:00,2.0,0.0,Winthrop,Maranacook Lake,240.0,2021-07-25,7,2021
Thorofare Rd,07/25/2021,Sun,4771,1,13:00,19:00,4.0,0.0,Litchfield,Pleasant Pond,360.0,2021-07-25,7,2021
Launch Drive,07/26/2021,Mon,3504,1,07:00,12:00,16.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-26,7,2021
Launch Drive,07/26/2021,Mon,4174,1,12:00,17:00,31.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-26,7,2021
Launch Drive,07/27/2021,Tue,4769,1,07:00,12:00,6.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-27,7,2021
Launch Drive,07/27/2021,Tue,3796,1,12:00,17:00,13.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-27,7,2021
Launch Drive,07/28/2021,Wed,4771,1,12:00,17:00,18.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-28,7,2021
Launch Drive,07/28/2021,Wed,5305,1,07:00,12:00,11.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-28,7,2021
Launch Drive,07/29/2021,Thu,4769,1,12:00,16:30,11.0,0.0,Launch Drive,Cobbosseecontee Lake,270.0,2021-07-29,7,2021
Launch Drive,07/29/2021,Thu,5105,1,07:00,12:00,10.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-29,7,2021
Old Kents Hill Road,07/30/2021,Fri,1292,0,17:00,19:00,2.0,0.0,Readfield,Torsey Lake,120.0,2021-07-30,7,2021
Whippoorwill Road,07/30/2021,Fri,4771,1,12:00,18:00,9.0,0.0,Litchfield,Woodbury Pond,360.0,2021-07-30,7,2021
Thorofare Rd,07/30/2021,Fri,5105,1,12:00,18:00,7.0,0.0,Litchfield,Pleasant Pond,360.0,2021-07-30,7,2021
Launch Drive,07/30/2021,Fri,5354,1,07:00,12:00,3.0,0.0,Launch Drive,Cobbosseecontee Lake,300.0,2021-07-30,7,2021
Launch Drive,07/30/2021,Fri,3796,1,12:00,18:00,5.0,0.0,Launch Drive,Cobbosseecontee Lake,360.0,2021-07-30,7,2021
Augusta West Kampground,07/30/2021,Fri,4769,1,12:00,18:00,4.0,0.0,Winthrop,Annabessacook Lake,360.0,2021-07-30,7,2021
East Winthrop,07/30/2021,Fri,5402,1,12:00,18:00,5.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2021-07-30,7,2021
Norcross Point South Basin Maranacook,07/31/2021,Sat,5305,1,07:00,16:00,25.0,0.0,Winthrop,Maranacook Lake,540.0,2021-07-31,7,2021
Old Kents Hill Road,07/31/2021,Sat,1291,0,15:00,17:00,0.0,0.0,Readfield,Torsey Lake,120.0,2021-07-31,7,2021
Old Kents Hill Road,07/31/2021,Sat,5421,0,13:00,15:00,1.0,0.0,Readfield,Torsey Lake,120.0,2021-07-31,7,2021
Old Kents Hill Road,07/31/2021,Sat,2096,0,15:00,17:00,5.0,0.0,Readfield,Torsey Lake,120.0,2021-07-31,7,2021
Old Kents Hill Road,07/31/2021,Sat,1149,0,07:00,09:00,3.0,0.0,Readfield,Torsey Lake,120.0,2021-07-31,7,2021
Old Kents Hill Road,07/31/2021,Sat,1299,0,09:00,11:00,5.0,0.0,Readfield,Torsey Lake,120.0,2021-07-31,7,2021
Launch Drive,07/31/2021,Sat,3796,1,07:00,17:00,68.0,0.0,Launch Drive,Cobbosseecontee Lake,600.0,2021-07-31,7,2021
Augusta West Kampground,07/31/2021,Sat,4769,1,14:00,20:00,7.0,0.0,Winthrop,Annabessacook Lake,360.0,2021-07-31,7,2021
East Winthrop,07/31/2021,Sat,5367,1,07:00,13:00,9.0,0.0,Winthrop,Cobbosseecontee Lake,360.0,2021-07-31,7,2021
